Prediction,Ground Truth,CER,WER
"người PHÁT. Thân phận, luân rộng còn hòa thời, gọi tên tâm mình nói cũng","người khác. Thân phận, cuộc sống của họ là bi đát, và điều mỉa mai cũng",0.4788732394366197,0.75
شما توانی شما به شما کمک می کند. شما را به شما کمک می کند.,"như làm chạnh lòng tôi là có phải họ đã xả thân vì đại nghĩa để rồi gia đình,",0.8181818181818182,1.0
"vì có một bản phẫu nghiệm, bạn vừa cần đến bệnh nhân như thế nào?","vợ con ly tán, thất nghiệp, lâm vào cảnh đời tan nát như thế sao! Vì sao họ",0.5466666666666666,0.8888888888888888
"dị bạn đãi! Ước Bạn bạn bạn phụ, chứ chứ! đã hãy tóm ngữ là","đã làm điều đó? Ba năm trôi qua, chắc hẳn đã hàng trăm, ngàn lần",0.59375,0.9333333333333333
"cần hài đủ khi chọn ""có"" hoặc dừu ở ngay khi thay bàn để tìm lực chơi","câu hỏi đó tự đến với họ hoặc đến từ người thân, bạn bè đi kèm sự chua",0.5714285714285714,0.9444444444444444
chai / ngo̱n mụt.,"chát, ngậm ngùi.",0.6875,1.3333333333333333
"va bàn này, chúng ta cùng còn hơi còn hẳn vì chính mình.","Và hôm nay, chúng ta cũng cần hỏi câu hỏi này với chính mình.",0.29508196721311475,0.7142857142857143
KHÁI QUẬT VỀ BIỂN ĐẠO VIỆT NAM,KHÁI QUÁT VỀ BIỂN ĐẢO VIỆT NAM,0.06666666666666667,0.2857142857142857
Nước ta giúp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam,0.014492753623188406,0.0625
là một phản biện đúng.,là một phần biển Đông.,0.18181818181818182,0.6
"Bò biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy có 100 km","Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2",0.04285714285714286,0.1875
thì có 1 km bị biến (trung bình của thời gian là 600 km\(^2\) đất biên) (1km bị biến).,thì có 1 km bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).,0.2345679012345679,0.5238095238095238
"Biên có vùng nội thụy, tành thái, vùng đặc quyền kinh tế và thêm lịch sử.","Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với",0.2,0.47058823529411764
Tên thẻ trên 1 triệu km (gặp 8 điện thẻ đặt lên): 1 triệu km?,diện tích trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 /,0.29411764705882354,0.7058823529411765
330.000km,330.000 km2),0.25,1.0
"Trong đó có 2 quần đảo thăng Sa, Trường Sa và 2.577 đảo thủ, nhỏ,","Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ,",0.09230769230769231,0.13333333333333333
"gần vì xa bỏ, hẹp thành phong tuyến bảo vệ, kiểm soát và làm chủ","gần và xa bờ, hợp thành phòng tuyến bảo vệ, kiểm soát và làm chủ",0.0625,0.26666666666666666
Muj bien?,vùng biển.,0.6,1.0
"Cả vị thứ chiến lược quan trọng: mọi tâm Thế Bình Dương và Anh Dương,","Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương với Ấn Độ Dương,",0.24,0.5882352941176471
"chào A với cháu An, chào Vợ với Trung Đông. Giao lưu quốc tế thưa.","châu Á với châu Âu, châu Úc với Trung Đông. Giao lưu quốc tế thuận",0.19696969696969696,0.4666666666666667
"!?, phát triển ngân sách bên?","lợi, phát triển ngành biển.",0.4074074074074074,0.8
Có khi hầu biên lá vùng nhiệt đội tạo điều kiện cho sâu vât biên phát,Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát,0.14285714285714285,0.5
"trên, tôi tài tốt.","triển, tồn tại tốt.",0.2631578947368421,0.75
"Có tài nguyên sinh vật và khoáng sản phong phú, ta dâng, quý hôm.","Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm.",0.06060606060606061,0.21428571428571427
"Vùng bình và hải đảo mất xa có vị trí chốn lốt hết sức tơ lớn, có ánh hưởng","Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng",0.19230769230769232,0.3684210526315789
"trích tập đến, sự nghiệp bảo vệ nên đào, lập danh tạo và xây dựng chủ nghĩa.",trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa,0.19444444444444445,0.47058823529411764
"xã hội, có hiện quan thực tập đến sự phản vinh của đất nước, đến văn","xã hội, có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn",0.08695652173913043,0.25
mình và hành phó của mình đâu.,minh và hạnh phúc của nhân dân.,0.3225806451612903,0.7142857142857143
Bạn chết của thành công,BẢN CHẤT CỦA THÀNH CÔNG,0.782608695652174,1.0
“你 бао гээ баа та? Нэг тайн ерэг багүй ма бао ба баа баа баа баа баа баа баа баа баа баа ба? Лхагч дээ?”,Đã bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời mình theo đuổi? Phải chăng,0.9333333333333333,1.1363636363636365
"This isn't what I mean, but I'm not going to listen, so I don't have a choice. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to. I'm going to. I'm going to. I'm going to. I'm going. I'm going to. I'm going to. I'm going to. I'm going, I'm going to. I'm going to. I'm going to. I'm going to, I'm going to. I'm going to. I'm going to. I'm going, to. I'm going to. I'm going to. I'm going to. I'm. I'm going to. I'm going to. I'm going to. I'm going...","đó là kết quả hoàn hảo trong công việc, sự chính xác đến từng chi tiết? Hay đó là cách nói",4.7555555555555555,4.857142857142857
"khác của từ thành đạt, nghĩa là có điều cũng sợi gưu sang, điều mới nghĩa là phục ợ","khác của từ thành đạt, nghĩa là có được một cuộc sống giàu sang, được mọi người nể phục?",0.29545454545454547,0.5789473684210527
Vậy thế bạn hãy dành chút thời gian để kể những suy ngẫm.,Vậy thì bạn hãy dành chút thời gian để lặng mình suy ngẫm.,0.15517241379310345,0.23076923076923078
Các ngữ sẽ chủ cho bạn có những người thân trước thành công theo một cách giản dịch lại.,Cuộc sống sẽ chỉ cho bạn có những người thành đạt được thành công theo một cách giản dị đến bất,0.22105263157894736,0.42857142857142855
لغة,ngờ,1.0,1.0
"Thanh cũng là khi bố vẫn còn trai có dùng khi biết sao bap, nếu những món ăn mẹ thích nhau","Thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món ăn mẹ thích nhân",0.1797752808988764,0.5238095238095238
"ngay 8-3. Mời cạnh cơ thế hai màn, mời cố sát đang lệ phạt có mâu đạo năm thứ hai ngõ sang","ngày 8 - 3. Món canh có thể hơi mặn, món cá sốt đáng lẽ phải có màu đỏ sậm thì lại ngả sang",0.2967032967032967,0.9166666666666666
"mà ... đen cháy. Những nhìn màn còn, mẹ vẫn còn cười. Ôi vì hai bố con không thể thành","màu... đen cháy. Nhưng nhìn mâm cơm, mẹ vẫn cười. Bởi vì hai bố con không thể thành",0.14457831325301204,0.3888888888888889
"sing three ""chicken"" biting ""bop"" nice, plushing lai""thantho"" cing kii"" me ""do"" hing"" cua"" tong yei.","công trên "" chiến trường "" bếp núc, nhưng lại thành công khi tặng mẹ "" đoá hồng "" của tình yêu.",0.5157894736842106,1.0
"một mùi quả ở nghĩa hơn cả những mùi quả quý giá, hành phúc ấy lạnh lẽn trong nét.","Một món quà ý nghĩa hơn cả những món quà quý giá, hạnh phúc ấy long lanh in trong mắt",0.2235294117647059,0.55
mè,mẹ.,0.6666666666666666,1.0
"Thank ing còn là hữu ảnh mắt câu bé bị dù tật ở chân, không bao giờ đi lại bình thường","Thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại bình thường",0.11363636363636363,0.2857142857142857
"1. Tôi thử câu này để mua lẻt một thành cái thứ bóng đỏ. Sau bao nỗ lực khẳng định, câu","được. Từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. Sau bao nỗ lực khổ luyện, cậu",0.4090909090909091,0.7142857142857143
"là từ thứ nhất của thứ 2 là từ trong một đời, trong nhờ, nó chứa bao giờ tất cả chính thức ra sao.","bé trở thành cầu thủ dự bị trong một đội bóng nhỏ, và chưa bao giờ được chính thức ra sân.",0.36666666666666664,0.8095238095238095
"Những đời không phải là thách bại. Trái lại, thành công đời này khi còn bạn nào, với bác","Nhưng đó không phải là thất bại. Trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao",0.26373626373626374,0.5238095238095238
"ugh! Let us give it a turn, the whole thing hasn't been such the other side of the coin.","nghị lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé.",0.7349397590361446,1.0
"Thanh công ấy, loài cỏ mây người đạt được ?","Thành công ấy, liệu có mấy người đạt được?",0.16666666666666666,0.6666666666666666
"Sau mỗi mùa thịt đã lên, có bao ""sữa"" buôn rau khi bệnh mình trở thành ""sữa"". Hai bảy đơn,","Sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành "" sĩ tử "". Hai bảy điểm,",0.2727272727272727,0.5769230769230769
You think stay. Nothing can make you like NO.2 lay off? Hai baby phay man! To that a king pha?,cao thật đấy. Nhưng cao mà làm gì khi NV1 lấy tới hai bảy phẩy năm? Đó thật ra không phải,0.5393258426966292,1.0
"là thật bại, chứ là khi thanh cũng bị tứ thế nào mà thì. Quả sông vẫn chạy dần họ vội.","là thất bại, chỉ là khi thành công - bị - trì - hoãn mà thôi. Cuộc sống vẫn chào đón họ với",0.2967032967032967,0.6521739130434783
"Nv2, Nv3. Quan trong lĩnh lĩnh nói lúc hát sức dễ khủng tình mình. Tôi lấy nghĩa văn nguyên.","NV2, NV3. Quan trọng là họ đã nỗ lực hết sức để khẳng định mình. Đó là ý nghĩa vẹn nguyên",0.30337078651685395,0.8095238095238095
"của các ký thú, và cũng là bản chất của thành công.","của các kỳ thi, và cũng là bản chất của thành công.",0.0392156862745098,0.16666666666666666
