Prediction,Ground Truth,CER,WER
"vì có một bên phải nghịch, bên và cạnh đều đang như thế nào. Vì đó là...","vợ con ly tán, thất nghiệp, lâm vào cảnh đời tan nát như thế sao! Vì sao họ",0.5066666666666667,0.8333333333333334
"để bán được được Bảo môn lưu vấn, Chất hàng đã hãy trả lời người khác.","đã làm điều đó? Ba năm trôi qua, chắc hẳn đã hàng trăm, ngàn lần",0.671875,1.0
"của hai đại diện của họ, bà tôi tự ngựa đang bạn bè đã kêu lên sự chặn chân họ.","câu hỏi đó tự đến với họ hoặc đến từ người thân, bạn bè đi kèm sự chua",0.6714285714285714,1.0
chải / ngậm mực.,"chát, ngậm ngùi.",0.5,1.0
"và bám này, chúng ta cũng còn hơi cán hãng và chính mình.","Và hôm nay, chúng ta cũng cần hỏi câu hỏi này với chính mình.",0.2459016393442623,0.6428571428571429
KHÁI QUÁT VỀ BIỂN ĐẢO VIỆT NAM.,KHÁI QUÁT VỀ BIỂN ĐẢO VIỆT NAM,0.03333333333333333,0.14285714285714285
Nước ta giúp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam,Nước ta giáp với biển Đông ở hai phía Đông và Nam. Vùng biển Việt Nam,0.014492753623188406,0.0625
là một phản biện đóng.,là một phần biển Đông.,0.18181818181818182,0.6
"Bộ biển đại 3.260 km, từ Quảng Ninh đến Kiên Giang. Nhờ vây cũ 100 km.","Bờ biển dài 3.260 km, từ Quảng Ninh đến Kiên Giang. Như vậy cứ 100 km2",0.1,0.375
thì có 1 km bị biến (trung bình của thế giới là 600 km2 đất liền) (1km bị biến).,thì có 1 km bờ biển (trung bình của thế giới là 600 km2 đất liền / 1 km bờ biển).,0.09876543209876543,0.38095238095238093
"Biên có vùng nội thủy, cảnh thái, vùng đá quyền kinh tế và thêm lực địa vì","Biển có vùng nội thủy, lãnh hải, vùng đặc quyền kinh tế và thềm lục địa với",0.14666666666666667,0.4117647058823529
liên thích trên 1 triệu km2 (gấp 8 dân tích đất liền : 1 triệu km2),diện tích trên 1 triệu km2 (gấp 3 diện tích đất liền : 1 triệu km2 /,0.11764705882352941,0.35294117647058826
330.000 km?,330.000 km2),0.16666666666666666,0.5
"Trong đó có 2 quận đào thăng Sà, Trường Sà và 2.577 đào tạo, nhỏ,","Trong đó có 2 quần đảo Hoàng Sa, Trường Sa và 2.577 đảo lớn, nhỏ,",0.16923076923076924,0.4666666666666667
"gần vì xa bỏ, hấp thấp phòng tuyến bảo vệ, kiểm soát và bảo chủ.","gần và xa bờ, hợp thành phòng tuyến bảo vệ, kiểm soát và làm chủ",0.15625,0.4
Một biển?,vùng biển.,0.5,1.0
Cả vị trí chiến lược quan trọng : nói trên Hải Bình Dương và An Đông.,"Có vị trí chiến lược quan trọng : nối liền Thái Bình Dương với Ấn Độ Dương,",0.22666666666666666,0.47058823529411764
"cháu A với cháu A, cháu Vô Vô Trung Đông. Giáo viên quốc tế thuận.","châu Á với châu Âu, châu Úc với Trung Đông. Giao lưu quốc tế thuận",0.25757575757575757,0.6666666666666666
"lỗi, phát triển ngân sách biên.","lợi, phát triển ngành biển.",0.25925925925925924,0.8
Có khi hai biển là vùng nhiệt độ tạo điều kiện cho sâu vât biển phát,Có khí hậu biển là vùng nhiệt đới tạo điều kiện cho sinh vật biển phát,0.12857142857142856,0.3125
"trên, tôi tôi tốt.","triển, tồn tại tốt.",0.2631578947368421,0.75
"Có tài nguyên sinh vật và không sản phòng phải đa dạng, quý hiếm.","Có tài nguyên sinh vật và khoáng sản phong phú, đa dạng, quý hiếm.",0.07575757575757576,0.21428571428571427
"Vùng biển và hải đảo nước ta có vị trí chốn lưu hết sức ở lớn, có ảnh hưởng","Vùng biển và hải đảo nước ta có vị trí chiến lược hết sức to lớn, có ảnh hưởng",0.07692307692307693,0.15789473684210525
trích tập đến sự nghiệp bảo vệ nên đào tập dân tộc và xây dựng chi nhánh.,trực tiếp đến sự nghiệp bảo vệ nền độc lập dân tộc và xây dựng chủ nghĩa,0.19444444444444445,0.4117647058823529
"xã hội, có hiện quan trực tiếp đến sự phản vinh của đất nước, đến văn","xã hội, có liên quan trực tiếp đến sự phồn vinh của đất nước, đến văn",0.043478260869565216,0.125
mình và thành phố của nhau dân.,minh và hạnh phúc của nhân dân.,0.22580645161290322,0.5714285714285714
BẢN CHẤT CỦA THÀNH CÔNG.,BẢN CHẤT CỦA THÀNH CÔNG,0.043478260869565216,0.2
để báo gọi bạn từ hồi thành công là gì mà báo kể bố cá của đối với những theo dấu? Phải chăng,Đã bao giờ bạn tự hỏi thành công là gì mà bao kẻ bỏ cả cuộc đời mình theo đuổi? Phải chăng,0.28888888888888886,0.6363636363636364
"đã là kết quả hoàn hảo trong việc, sử dụng các dòng tiếng du thật? Thay đổi là cách nói.","đó là kết quả hoàn hảo trong công việc, sự chính xác đến từng chi tiết? Hay đó là cách nói",0.3,0.5714285714285714
"khác của từ thành đạt, nghĩa là có điều kiện sống giữa sang, đặc mỹ nghĩa nó phục ở.","khác của từ thành đạt, nghĩa là có được một cuộc sống giàu sang, được mọi người nể phục?",0.2727272727272727,0.5263157894736842
Vậy thì bạn hãy đánh chút thời gian để lắng mình suy ngẫm.,Vậy thì bạn hãy dành chút thời gian để lặng mình suy ngẫm.,0.05172413793103448,0.15384615384615385
các sông sẽ chủ cho bạn có những người thành thành công theo một cách giàu đời hài.,Cuộc sống sẽ chỉ cho bạn có những người thành đạt được thành công theo một cách giản dị đến bất,0.2631578947368421,0.42857142857142855
từ.,ngờ,1.0,1.0
"Thành công là khi bố vẫn còn trải cô dũng khi biết sao bật, nếu những món ăn mẹ thích nhân","Thành công là khi bố và con trai có dũng khí bước vào bếp, nấu những món ăn mẹ thích nhân",0.15730337078651685,0.42857142857142855
"ngày 8 - 3. Mỗi cánh cờ thể hồi mẫu, mỗi cá sắt đang lệ phải có mẫu đủ sâm thì lại ngã sang.","ngày 8 - 3. Món canh có thể hơi mặn, món cá sốt đáng lẽ phải có màu đỏ sậm thì lại ngả sang",0.18681318681318682,0.5833333333333334
"mau... đen cháy. Nhưng nhìn màn cơm, mẹ vẫn cười. Ôi vì hai bố con không thể thành","màu... đen cháy. Nhưng nhìn mâm cơm, mẹ vẫn cười. Bởi vì hai bố con không thể thành",0.060240963855421686,0.16666666666666666
"ứng trước "" chiến trường "" bếp nước, phúng lại thành công khi tặng "" đa lăng "" của tình yêu.","công trên "" chiến trường "" bếp núc, nhưng lại thành công khi tặng mẹ "" đoá hồng "" của tình yêu.",0.16842105263157894,0.3181818181818182
"một mũ quả ở nghĩa hơn cả những mũ quả quý giá, hành phục ấy lạnh vì trọng mặt.","Một món quà ý nghĩa hơn cả những món quà quý giá, hạnh phúc ấy long lanh in trong mắt",0.24705882352941178,0.65
mê.,mẹ.,0.3333333333333333,1.0
"Thành công còn là hình ảnh mắt của bố đã tất ở chân, không bao giờ đi lại bình thường","Thành công còn là hình ảnh một cậu bé bị dị tật ở chân, không bao giờ đi lại bình thường",0.11363636363636363,0.2857142857142857
"thức. Từ nhờ cầu đã nằm kề một thân cầu thủ bóng đá. Sau bao nỗ lực khổng lồ, cầu","được. Từ nhỏ cậu đã nuôi ước mơ trở thành cầu thủ bóng đá. Sau bao nỗ lực khổ luyện, cậu",0.2727272727272727,0.5238095238095238
"bị trở thành cầu thủ để bị trọng mặt đối bằng nhỏ, nó chưa bao giờ được chính thức ra sân.","bé trở thành cầu thủ dự bị trong một đội bóng nhỏ, và chưa bao giờ được chính thức ra sân.",0.1,0.3333333333333333
"Nhưng đã không phải là thất bại. Trái lại, thành công đã nỗ lực khi cậu kể nam nữ, với bác","Nhưng đó không phải là thất bại. Trái lại, thành công đã nở hoa khi cậu bé năm xưa, với bao",0.14285714285714285,0.3333333333333333
"nghĩ lúc vũ quyết tâm, đã chuẩn thông hoàn cảnh để theo dõi và mở rộng thế hệ.","nghị lực và quyết tâm, đã chiến thắng hoàn cảnh để theo đuổi ước mơ từ ngày thơ bé.",0.25301204819277107,0.631578947368421
"Thành công ấy, lời cô mấy người đã đứt được?","Thành công ấy, liệu có mấy người đạt được?",0.19047619047619047,0.4444444444444444
"sau mỗi mùa thì đất lên, có bao "" 3 tù "" buồn rầu khi bệnh nhỏ trở thành "" 3 tù "". Hai bảy đời,","Sau mỗi mùa thi đại học, có bao "" sĩ tử "" buồn rầu khi biết mình trở thành "" sĩ tử "". Hai bảy điểm,",0.2222222222222222,0.4230769230769231
cơ thất đẩy. Nhưng cao mà làm gì khi NVL lấy tôi hai bảy phẩy năm đó thật ra không phải.,cao thật đấy. Nhưng cao mà làm gì khi NV1 lấy tới hai bảy phẩy năm? Đó thật ra không phải,0.10112359550561797,0.38095238095238093
"là thoát bại, chủ là khi thành công bị tội - tội - hậu mà thì. Cứu sống vẫn chào đón họ vì.","là thất bại, chỉ là khi thành công - bị - trì - hoãn mà thôi. Cuộc sống vẫn chào đón họ với",0.21978021978021978,0.391304347826087
"NV2, NV3. Quan trọng lẽ họ đã nỗ lực hết sức để khẳng định mình. Từ lý nghĩa văn nguyên.","NV2, NV3. Quan trọng là họ đã nỗ lực hết sức để khẳng định mình. Đó là ý nghĩa vẹn nguyên",0.07865168539325842,0.2857142857142857
"của các kỳ thi, và cũng là bản chất của thành công.","của các kỳ thi, và cũng là bản chất của thành công.",0.0,0.0
